City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
227,Ancud,CL,2022-05-13 05:54:11,-41.8697,-73.8203,46.62,76,30,7.78,scattered clouds
228,Coahuayana,MX,2022-05-13 05:54:12,18.7333,-103.6833,76.05,77,94,2.59,overcast clouds
229,Port Alfred,ZA,2022-05-13 05:49:58,-33.5906,26.891,55.18,92,2,9.22,clear sky
230,Khandyga,RU,2022-05-13 05:54:12,62.6667,135.6,48.7,57,100,4.18,overcast clouds
231,Mogok,MM,2022-05-13 05:54:13,22.9167,96.5,78.15,68,55,4.36,broken clouds
232,Blairmore,CA,2022-05-13 05:54:14,49.6,-114.4353,38.89,69,26,1.14,scattered clouds
233,Port Shepstone,ZA,2022-05-13 05:54:14,-30.7414,30.455,66.31,60,0,7.9,clear sky
234,Chopda,IN,2022-05-13 05:54:15,21.25,75.3,100.45,29,4,14.54,clear sky
235,Hasaki,JP,2022-05-13 05:49:16,35.7333,140.8333,72.28,98,100,11.01,moderate rain
236,Goure,NE,2022-05-13 05:54:15,13.9835,10.2704,89.02,14,7,9.6,clear sky
237,Puerto Penasco,MX,2022-05-13 05:54:16,31.3167,-113.5333,70.92,47,24,11.32,few clouds
238,Suluq,LY,2022-05-13 05:54:16,31.6682,20.2521,66.24,57,0,8.9,light rain
239,Sambava,MG,2022-05-13 05:54:17,-14.2667,50.1667,79.83,64,8,14.07,clear sky
240,Saint-Augustin,CA,2022-05-13 05:54:17,51.226,-58.6502,38.16,72,3,4.99,clear sky
241,Tautira,PF,2022-05-13 05:54:18,-17.7333,-149.15,80.8,70,0,16.08,clear sky
242,Anqing,CN,2022-05-13 05:54:18,30.5092,117.0506,73.78,60,97,12.66,overcast clouds
243,Cloquet,US,2022-05-13 05:54:19,46.7216,-92.4594,60.19,97,100,4.61,heavy intensity rain
244,Apt,FR,2022-05-13 05:54:19,43.8833,5.4,51.78,60,98,1.97,overcast clouds
245,Alice Springs,AU,2022-05-13 05:54:20,-23.7,133.8833,81.95,17,0,8.05,clear sky
246,Bonthe,SL,2022-05-13 05:54:20,7.5264,-12.505,74.61,96,95,5.06,overcast clouds
247,Castro,BR,2022-05-13 05:54:21,-24.7911,-50.0119,50.31,98,4,3.47,clear sky
248,Zyryanka,RU,2022-05-13 05:54:21,65.75,150.85,51.71,54,0,15.75,clear sky
249,Amontada,BR,2022-05-13 05:54:22,-3.3617,-39.8317,72.81,97,37,3.29,scattered clouds
250,Bojnurd,IR,2022-05-13 05:54:23,37.4747,57.329,55.35,71,75,6.91,broken clouds
251,Petropavlovsk-Kamchatskiy,RU,2022-05-13 05:54:23,53.0452,158.6483,43.39,87,75,8.95,broken clouds
252,Hoorn,NL,2022-05-13 05:54:24,52.6431,5.0578,55.96,76,82,15.46,broken clouds
253,Presidencia Roque Saenz Pena,AR,2022-05-13 05:54:24,-26.7852,-60.4388,53.47,97,4,5.75,clear sky
254,San Vicente,AR,2022-05-13 05:52:04,-26.6167,-54.1333,48.38,98,0,2.19,clear sky
255,Salalah,OM,2022-05-13 05:54:25,17.0151,54.0924,95.88,14,1,18.95,clear sky
256,Aklavik,CA,2022-05-13 05:54:26,68.2191,-135.0107,34.68,91,100,5.41,overcast clouds
257,Hobyo,SO,2022-05-13 05:54:26,5.3505,48.5268,86.9,60,74,19.01,broken clouds
258,Careva Cuprija,BA,2022-05-13 05:54:27,44.2658,18.4292,56.71,66,3,2.06,clear sky
259,Baruun-Urt,MN,2022-05-13 05:54:28,46.6806,113.2792,50.16,37,100,16.28,overcast clouds
260,Komsomolskiy,UZ,2022-05-13 05:54:28,40.4272,71.7189,75.92,38,23,4.61,few clouds
261,Chingirlau,KZ,2022-05-13 05:54:29,51.095,54.0814,48.33,91,55,14.45,light rain
262,Mirador,BR,2022-05-13 05:54:29,-6.3708,-44.3631,72.86,96,73,1.86,broken clouds
263,Ahipara,NZ,2022-05-13 05:54:30,-35.1667,173.1667,56.39,67,21,1.34,few clouds
264,Bengkulu,ID,2022-05-13 05:54:30,-3.8004,102.2655,85.37,66,38,8.03,scattered clouds
265,Zhangjiakou,CN,2022-05-13 05:54:31,40.81,114.8794,62.13,16,51,24.2,broken clouds
266,Olafsvik,IS,2022-05-13 05:54:31,64.8945,-23.7142,34.39,71,100,27.04,overcast clouds
267,Cabo San Lucas,MX,2022-05-13 05:54:32,22.8909,-109.9124,80.62,58,47,5.75,scattered clouds
268,Kuala Terengganu,MY,2022-05-13 05:54:32,5.3302,103.1408,89.55,70,20,7.0,few clouds
269,Katsuura,JP,2022-05-13 05:54:33,35.1333,140.3,68.02,98,100,16.08,light rain
270,Qujing,CN,2022-05-13 05:54:34,25.4833,103.7833,65.53,67,100,6.53,overcast clouds
271,Severnyy,RU,2022-05-13 05:54:34,50.677,36.5532,59.04,67,40,13.42,scattered clouds
272,Dong Hoi,VN,2022-05-13 05:54:34,17.4833,106.6,85.41,67,100,8.5,overcast clouds
273,Nikolayevsk-Na-Amure,RU,2022-05-13 05:54:35,53.1406,140.73,51.53,69,97,2.77,light rain
274,Cascais,PT,2022-05-13 05:54:35,38.6979,-9.4215,64.98,56,14,4.0,few clouds
275,Batagay-Alyta,RU,2022-05-13 05:54:36,67.8006,130.4114,31.23,98,99,4.76,light snow
276,Moerai,PF,2022-05-13 05:54:36,-22.4333,-151.3333,79.92,81,15,18.23,few clouds
277,Puerto Leguizamo,CO,2022-05-13 05:54:37,-0.1934,-74.7819,72.75,99,94,1.05,overcast clouds
278,Bosaso,SO,2022-05-13 05:54:38,11.2842,49.1816,87.78,58,0,0.0,clear sky
279,Oistins,BB,2022-05-13 05:54:38,13.0667,-59.5333,78.89,83,75,20.71,broken clouds
280,Flinders,AU,2022-05-13 05:54:39,-34.5833,150.8552,74.05,78,94,6.38,overcast clouds
281,Hovd,MN,2022-05-13 05:54:39,48.0056,91.6419,55.92,14,0,6.42,clear sky
282,Houston,US,2022-05-13 05:50:22,29.7633,-95.3633,76.12,81,75,12.66,broken clouds
283,Jacareacanga,BR,2022-05-13 05:54:40,-6.2222,-57.7528,74.21,88,70,0.78,broken clouds
284,Carora,VE,2022-05-13 05:54:40,10.1755,-70.0827,75.31,77,99,3.8,overcast clouds
285,Fazalpur,PK,2022-05-13 05:54:41,32.1833,75.0667,108.97,12,0,0.85,clear sky
286,Troitskiy,RU,2022-05-13 05:54:41,57.0603,63.7481,63.37,38,100,11.95,overcast clouds
287,Bambous Virieux,MU,2022-05-13 05:54:42,-20.3428,57.7575,79.21,69,40,10.36,scattered clouds
288,San Ramon,US,2022-05-13 05:54:42,37.7799,-121.978,54.39,77,34,3.33,scattered clouds
289,Port Augusta,AU,2022-05-13 05:54:43,-32.5,137.7667,74.05,37,44,14.16,scattered clouds
290,Aripuana,BR,2022-05-13 05:54:43,-9.1667,-60.6333,74.1,77,98,1.54,overcast clouds
291,Chenzhou,CN,2022-05-13 05:54:44,25.8,113.0333,65.03,98,100,3.36,overcast clouds
292,Gornopravdinsk,RU,2022-05-13 05:54:44,60.05,69.9,65.01,42,3,6.4,clear sky
293,Sinnamary,GF,2022-05-13 05:54:45,5.3833,-52.95,77.65,87,34,12.26,scattered clouds
294,Tono,JP,2022-05-13 05:54:46,39.3167,141.5333,61.63,98,100,3.09,overcast clouds
295,La Ronge,CA,2022-05-13 05:54:46,55.1001,-105.2842,44.85,65,0,8.05,clear sky
296,Mogadishu,SO,2022-05-13 05:54:46,2.0371,45.3438,84.07,74,40,16.11,scattered clouds
297,Puerto Madero,MX,2022-05-13 05:54:47,14.7208,-92.4215,81.3,77,61,2.73,broken clouds
298,Shebekino,RU,2022-05-13 05:54:48,50.4097,36.9136,60.22,71,74,12.19,broken clouds
299,Kazerun,IR,2022-05-13 05:54:48,29.6195,51.6541,82.76,10,0,10.65,clear sky
300,Otjimbingwe,NA,2022-05-13 05:54:49,-22.35,16.1333,63.52,30,68,5.53,broken clouds
301,Novovasylivka,UA,2022-05-13 05:54:49,46.8315,35.7536,64.62,57,27,15.52,scattered clouds
302,Akyab,MM,2022-05-13 05:54:50,20.15,92.9,86.65,67,67,7.16,broken clouds
303,Usinsk,RU,2022-05-13 05:54:50,65.9939,57.5281,51.93,59,63,18.57,broken clouds
304,Srivardhan,IN,2022-05-13 05:54:51,18.0333,73.0167,87.15,66,91,9.6,overcast clouds
305,Warrnambool,AU,2022-05-13 05:54:51,-38.3833,142.4833,63.81,75,100,6.91,overcast clouds
306,Eyl,SO,2022-05-13 05:54:52,7.9803,49.8164,90.3,52,100,22.32,overcast clouds
307,Saint-Georges,GD,2022-05-13 05:54:52,12.0564,-61.7485,79.27,79,89,17.58,overcast clouds
308,Cabedelo,BR,2022-05-13 05:54:53,-6.9811,-34.8339,75.87,83,28,9.06,scattered clouds
309,Andenes,NO,2022-05-13 05:54:53,69.3143,16.1194,39.18,81,75,13.8,broken clouds
310,Oeiras,BR,2022-05-13 05:54:54,-7.0253,-42.1311,73.17,83,87,2.3,overcast clouds
311,East London,ZA,2022-05-13 05:54:54,-33.0153,27.9116,59.94,72,0,8.05,clear sky
312,Tarauaca,BR,2022-05-13 05:52:27,-8.1614,-70.7656,70.2,99,37,1.83,scattered clouds
313,Ekhabi,RU,2022-05-13 05:54:55,53.5102,142.9671,39.79,92,100,3.6,overcast clouds
314,Thompson,CA,2022-05-13 05:50:06,55.7435,-97.8558,42.96,65,0,8.05,clear sky
315,Marawi,PH,2022-05-13 05:53:16,7.9986,124.2928,77.05,86,100,1.97,overcast clouds
316,Nuevo Casas Grandes,MX,2022-05-13 05:54:56,30.4167,-107.9167,65.61,14,0,4.27,clear sky
317,Chumikan,RU,2022-05-13 05:54:56,54.7183,135.315,37.26,94,100,1.05,overcast clouds
318,Riyadh,SA,2022-05-13 05:50:16,24.6877,46.7219,82.54,9,0,17.25,clear sky
319,Estevan,CA,2022-05-13 05:54:57,49.1334,-102.9842,48.4,87,100,26.46,light rain
320,Mackay,AU,2022-05-13 05:52:14,-21.15,149.2,76.19,84,4,4.74,clear sky
321,Faanui,PF,2022-05-13 05:54:58,-16.4833,-151.75,81.46,74,17,17.58,light rain
322,Mizdah,LY,2022-05-13 05:54:58,31.4451,12.9801,58.14,57,0,3.85,clear sky
323,Poum,NC,2022-05-13 05:54:59,-20.2333,164.0167,76.95,70,100,32.93,overcast clouds
324,Machalpur,IN,2022-05-13 05:55:00,24.1333,76.3,108.07,10,2,10.54,clear sky
325,Lethem,GY,2022-05-13 05:55:00,3.3803,-59.7968,75.96,86,90,9.33,overcast clouds
326,Wichita,US,2022-05-13 05:54:29,37.6922,-97.3375,78.19,67,20,18.41,few clouds
327,Harper,LR,2022-05-13 05:54:49,4.375,-7.7169,76.8,90,94,5.08,overcast clouds
328,Honningsvag,NO,2022-05-13 05:55:01,70.9821,25.9704,35.35,93,75,16.11,light rain
329,Wolfville,CA,2022-05-13 05:55:02,45.0835,-64.3655,48.0,81,64,3.44,broken clouds
330,Challapata,BO,2022-05-13 05:55:02,-18.9,-66.7667,40.77,34,0,4.72,clear sky
331,Tateyama,JP,2022-05-13 05:55:03,34.9833,139.8667,70.11,94,75,4.61,light intensity shower rain
332,Rio Grande,BR,2022-05-13 05:55:03,-32.035,-52.0986,56.55,75,5,5.12,light rain
333,Basco,PH,2022-05-13 05:55:04,20.4487,121.9702,84.09,76,59,14.58,broken clouds
334,Fiche,ET,2022-05-13 05:55:04,9.8,38.7333,64.06,28,11,5.95,few clouds
335,Omsukchan,RU,2022-05-13 05:55:05,62.5333,155.8,37.69,88,16,6.49,few clouds
336,Nkhotakota,MW,2022-05-13 05:55:05,-12.9274,34.2961,72.16,66,0,9.19,clear sky
337,Iringa,TZ,2022-05-13 05:55:06,-7.7667,35.7,60.12,82,40,0.0,scattered clouds
338,Ashwaubenon,US,2022-05-13 05:55:07,44.4822,-88.0701,68.72,70,36,5.01,scattered clouds
339,Nemuro,JP,2022-05-13 05:55:07,43.3236,145.575,46.67,98,100,11.03,overcast clouds
340,Itarema,BR,2022-05-13 05:55:07,-2.9248,-39.9167,75.96,92,44,8.3,scattered clouds
341,Waddan,LY,2022-05-13 05:55:08,29.1614,16.139,62.42,65,0,5.41,clear sky
342,Cherepet,RU,2022-05-13 05:55:08,54.1178,36.3788,54.12,76,81,14.07,broken clouds
343,Le Port,RE,2022-05-13 05:55:09,-20.9373,55.2919,80.56,57,4,2.75,clear sky
344,Champerico,GT,2022-05-13 05:55:09,14.3,-91.9167,82.58,76,6,6.38,clear sky
345,Klaksvik,FO,2022-05-13 05:50:22,62.2266,-6.589,41.92,69,87,22.44,overcast clouds
346,Souillac,MU,2022-05-13 05:55:10,-20.5167,57.5167,77.38,69,40,10.36,scattered clouds
347,Soure,BR,2022-05-13 05:55:11,-0.7167,-48.5233,77.81,86,73,4.74,broken clouds
348,Esperance,AU,2022-05-13 05:55:11,-33.8667,121.9,58.84,73,58,32.64,broken clouds
349,Nelson Bay,AU,2022-05-13 05:55:12,-32.7167,152.15,70.11,99,100,14.47,overcast clouds
350,Sooke,CA,2022-05-13 05:55:12,48.3746,-123.7276,45.97,85,50,28.77,scattered clouds
351,Lunca Corbului,RO,2022-05-13 05:55:13,44.7,24.75,69.94,51,22,0.96,few clouds
352,Ndende,GA,2022-05-13 05:55:13,-2.4008,11.3581,74.79,97,100,1.01,overcast clouds
353,San Juan De Uraba,CO,2022-05-13 05:55:14,8.7592,-76.5297,78.58,88,96,0.43,overcast clouds
354,Dauphin,CA,2022-05-13 05:55:14,51.1494,-100.0502,51.94,76,100,14.97,moderate rain
355,Sherman,US,2022-05-13 05:55:15,33.6357,-96.6089,77.02,75,0,14.97,clear sky
356,Linhares,BR,2022-05-13 05:51:03,-19.3911,-40.0722,68.83,97,35,3.87,scattered clouds
357,Toro,CO,2022-05-13 05:55:15,4.6117,-76.0814,72.28,98,97,0.51,moderate rain
358,Kontagora,NG,2022-05-13 05:55:16,10.3999,5.4695,79.12,72,20,3.83,few clouds
359,Segovia,ES,2022-05-13 05:55:16,41.1667,-4.0,53.44,62,15,4.65,few clouds
360,Jiujiang,CN,2022-05-13 05:55:17,29.7333,115.9833,74.61,64,97,14.32,overcast clouds
361,Nago,JP,2022-05-13 05:55:17,26.5881,127.9761,79.65,88,100,18.34,heavy intensity rain
362,Juegang,CN,2022-05-13 05:55:18,32.3174,121.1855,65.91,63,100,14.29,overcast clouds
363,Nantucket,US,2022-05-13 05:51:58,41.2835,-70.0995,53.74,94,100,5.75,mist
364,Narsaq,GL,2022-05-13 05:55:19,60.9167,-46.05,29.26,86,100,3.78,overcast clouds
365,Port-Gentil,GA,2022-05-13 05:55:19,-0.7193,8.7815,78.76,94,40,3.44,scattered clouds
366,Comodoro Rivadavia,AR,2022-05-13 05:55:19,-45.8667,-67.5,48.06,87,75,8.05,broken clouds
367,Carutapera,BR,2022-05-13 05:55:20,-1.195,-46.02,74.59,95,96,3.44,overcast clouds
368,Lagoa,PT,2022-05-13 05:55:21,39.05,-27.9833,59.25,70,32,10.83,scattered clouds
369,Saposoa,PE,2022-05-13 05:55:21,-6.934,-76.7716,70.59,99,95,1.48,overcast clouds
370,Yima,CN,2022-05-13 05:55:22,34.7381,111.8839,71.98,25,22,5.21,few clouds
371,Mercedes,AR,2022-05-13 05:55:26,-34.6515,-59.4307,50.04,84,90,7.34,overcast clouds
372,Avera,US,2022-05-13 05:55:26,33.194,-82.5271,66.25,95,32,8.05,scattered clouds
373,Avrille,FR,2022-05-13 05:55:27,47.5,-0.5833,53.76,75,86,5.32,overcast clouds
374,Celestun,MX,2022-05-13 05:55:28,20.8667,-90.4,73.54,74,0,11.07,clear sky
375,Vostok,RU,2022-05-13 05:55:28,46.4856,135.8833,52.25,54,100,3.51,overcast clouds
376,San Quintin,MX,2022-05-13 05:52:13,30.4833,-115.95,59.31,77,78,8.08,broken clouds
377,Marsh Harbour,BS,2022-05-13 05:55:29,26.5412,-77.0636,76.44,69,32,11.95,scattered clouds
378,Santo Domingo,DO,2022-05-13 05:55:30,18.5001,-69.9886,77.04,90,82,3.0,broken clouds
379,Muti,PH,2022-05-13 05:55:30,7.2758,122.28,87.53,84,100,3.42,overcast clouds
380,Maningrida,AU,2022-05-13 05:55:30,-12.0667,134.2667,85.86,54,12,9.33,few clouds
381,Nyurba,RU,2022-05-13 05:55:31,63.2842,118.3319,42.84,74,95,8.37,overcast clouds
382,Vokhma,RU,2022-05-13 05:55:32,58.9303,46.7586,49.57,73,93,12.24,overcast clouds
383,Kieta,PG,2022-05-13 05:55:32,-6.2167,155.6333,83.01,73,76,3.89,broken clouds
384,Santa Rosalia,MX,2022-05-13 05:55:33,27.3167,-112.2833,65.91,43,1,5.82,clear sky
385,Loandjili,CG,2022-05-13 05:55:33,-4.7561,11.8578,78.91,94,75,5.75,broken clouds
386,Kushima,JP,2022-05-13 05:55:34,31.4583,131.2333,72.23,98,100,5.59,moderate rain
387,Palu,ID,2022-05-13 05:55:34,-0.8917,119.8707,83.95,86,99,3.29,overcast clouds
388,Boguchany,RU,2022-05-13 05:55:35,58.3814,97.4531,69.93,25,61,3.13,broken clouds
389,Yulara,AU,2022-05-13 05:55:36,-25.2406,130.9889,84.76,23,47,16.73,scattered clouds
390,Ucluelet,CA,2022-05-13 05:52:02,48.9329,-125.5528,46.09,80,53,1.01,broken clouds
391,Jamame,SO,2022-05-13 05:55:36,0.0722,42.7506,85.01,61,34,13.65,scattered clouds
392,Yelan,RU,2022-05-13 05:55:37,50.949,43.7378,59.61,74,93,18.7,overcast clouds
393,Sakakah,SA,2022-05-13 05:55:37,29.9697,40.2064,74.77,15,0,3.0,clear sky
394,San Rafael,AR,2022-05-13 05:55:19,-34.6177,-68.3301,57.36,59,72,6.71,broken clouds
395,Stromness,GB,2022-05-13 05:55:38,58.965,-3.296,48.16,87,100,14.0,overcast clouds
396,Tau,NO,2022-05-13 05:55:39,59.0667,5.9,49.23,93,89,10.09,light rain
397,Barwala,IN,2022-05-13 05:55:39,29.3833,75.9167,111.51,6,0,10.02,clear sky
398,Abu Zabad,SD,2022-05-13 05:55:40,12.35,29.25,86.31,46,20,11.39,few clouds
399,Leningradskiy,RU,2022-05-13 05:55:40,69.3833,178.4167,31.08,80,50,6.55,scattered clouds
400,Abnub,EG,2022-05-13 05:55:41,27.2696,31.1511,73.62,15,0,10.0,clear sky
401,Cidreira,BR,2022-05-13 05:55:42,-30.1811,-50.2056,55.65,89,4,5.5,clear sky
402,Formosa Do Rio Preto,BR,2022-05-13 05:55:42,-11.0483,-45.1931,67.33,71,20,2.04,few clouds
403,Nove Hrady,CZ,2022-05-13 05:55:42,48.7896,14.7784,58.53,93,100,9.48,light rain
404,Loiza,PR,2022-05-13 05:55:43,18.4313,-65.8802,79.07,83,40,8.05,scattered clouds
405,Launceston,AU,2022-05-13 05:55:44,-41.45,147.1667,65.84,69,100,8.05,overcast clouds
406,Coron,PH,2022-05-13 05:55:44,11.9986,120.2043,87.42,66,82,5.99,broken clouds
407,Asfi,MA,2022-05-13 05:55:45,32.2994,-9.2372,64.78,83,8,4.41,clear sky
408,Portland,US,2022-05-13 05:53:27,45.5234,-122.6762,45.18,85,13,3.0,few clouds
409,Hambantota,LK,2022-05-13 05:55:45,6.1241,81.1185,88.14,74,40,18.41,light rain
410,Sola,VU,2022-05-13 05:53:28,-13.8833,167.55,79.65,79,100,18.5,overcast clouds
411,Sorland,NO,2022-05-13 05:55:46,67.667,12.6934,42.66,85,100,14.85,overcast clouds
412,Stokmarknes,NO,2022-05-13 05:55:47,68.5646,14.9108,40.96,87,75,10.36,broken clouds
413,Chipurupalle,IN,2022-05-13 05:55:47,18.3,83.5667,93.47,47,3,12.3,clear sky
414,Richards Bay,ZA,2022-05-13 05:55:48,-28.783,32.0377,68.09,72,0,5.32,clear sky
415,Shajapur,IN,2022-05-13 05:55:48,23.4333,76.2667,107.38,10,0,9.57,clear sky
416,Yuli,NG,2022-05-13 05:55:49,9.6989,10.2744,82.13,64,83,4.36,broken clouds
417,Mitchell,US,2022-05-13 05:51:40,43.7094,-98.0298,60.78,74,0,9.22,clear sky
418,Les Cayes,HT,2022-05-13 05:55:50,18.2,-73.75,77.47,79,100,6.6,overcast clouds
419,Rawson,AR,2022-05-13 05:55:50,-43.3002,-65.1023,52.34,67,64,28.57,broken clouds
420,Clyde River,CA,2022-05-13 05:55:51,70.4692,-68.5914,14.23,67,0,12.66,clear sky
421,Simao,CN,2022-05-13 05:55:51,22.7886,100.9748,77.72,66,84,4.5,broken clouds
422,Havoysund,NO,2022-05-13 05:55:52,70.9963,24.6622,35.83,99,100,20.04,light rain
423,Katherine,AU,2022-05-13 05:55:52,-14.4667,132.2667,91.72,31,75,6.91,broken clouds
424,Ketchikan,US,2022-05-13 05:55:53,55.3422,-131.6461,44.58,90,99,3.15,overcast clouds
425,Luba,GQ,2022-05-13 05:55:53,3.4568,8.5547,81.07,81,100,3.8,overcast clouds
426,Makakilo City,US,2022-05-13 05:55:54,21.3469,-158.0858,74.95,70,100,13.8,overcast clouds
427,Qianjiang,CN,2022-05-13 05:55:54,30.4151,112.8859,71.17,60,79,14.29,broken clouds
428,Zhetysay,KZ,2022-05-13 05:55:55,40.7333,68.3,76.96,42,100,4.92,overcast clouds
429,Ponta Delgada,PT,2022-05-13 05:55:56,37.7333,-25.6667,61.5,82,75,5.75,broken clouds
430,San Patricio,US,2022-05-13 05:55:56,28.017,-97.5169,78.84,84,0,9.91,clear sky
431,Prince Rupert,CA,2022-05-13 05:52:10,54.3161,-130.3201,44.29,81,40,3.44,scattered clouds
432,Coronado,US,2022-05-13 05:55:57,32.6859,-117.1831,66.76,53,0,1.01,clear sky
433,Yuancheng,CN,2022-05-13 05:55:57,36.652,107.7896,57.25,20,89,10.51,overcast clouds
434,Vilhena,BR,2022-05-13 05:55:58,-12.7406,-60.1458,66.87,87,43,2.3,scattered clouds
435,Moron,AR,2022-05-13 05:55:58,-34.6534,-58.6198,58.75,80,99,4.7,overcast clouds
436,Kuah,MY,2022-05-13 05:55:59,6.3265,99.8432,91.38,66,40,5.75,scattered clouds
437,Yenagoa,NG,2022-05-13 05:55:59,4.9247,6.2642,77.36,92,79,1.92,broken clouds
438,Tuatapere,NZ,2022-05-13 05:56:00,-46.1333,167.6833,52.32,82,100,5.37,overcast clouds
439,Wairoa,NZ,2022-05-13 05:56:01,-39.0333,177.3667,52.56,86,31,4.16,scattered clouds
440,Tygda,RU,2022-05-13 05:56:01,53.1167,126.3333,51.46,39,86,7.52,overcast clouds
441,Luganville,VU,2022-05-13 05:56:02,-15.5333,167.1667,77.47,83,100,16.96,overcast clouds
442,Tanabe,JP,2022-05-13 05:56:02,33.7333,135.3667,70.81,100,75,5.75,light intensity shower rain
443,Inhambane,MZ,2022-05-13 05:56:03,-23.865,35.3833,64.38,94,20,4.61,few clouds
444,Gorele,TR,2022-05-13 05:56:04,41.0308,39.0031,61.14,45,0,4.34,clear sky
445,Bara,NG,2022-05-13 05:56:04,10.3744,10.7288,82.63,61,8,7.67,clear sky
446,Saint-Francois,FR,2022-05-13 05:56:05,46.4154,3.9054,60.67,94,100,3.44,overcast clouds
447,Mount Isa,AU,2022-05-13 05:56:05,-20.7333,139.5,78.57,34,0,3.44,clear sky
448,Platteville,US,2022-05-13 05:56:06,42.7342,-90.4785,78.87,78,0,9.22,clear sky
449,Jiangyou,CN,2022-05-13 05:56:06,31.7667,104.7167,66.69,75,100,5.06,overcast clouds
450,Acajutla,SV,2022-05-13 05:56:07,13.5928,-89.8275,81.01,66,0,6.42,clear sky
451,Mocuba,MZ,2022-05-13 05:56:07,-16.8392,36.9856,70.03,89,10,3.04,light rain
452,Mehamn,NO,2022-05-13 05:56:08,71.0357,27.8492,37.31,99,99,19.53,light rain
453,Bandar,ID,2022-05-13 05:56:08,2.05,99.75,91.44,54,100,3.38,overcast clouds
454,Moose Factory,CA,2022-05-13 05:56:09,51.2585,-80.6094,48.2,87,100,4.61,overcast clouds
