City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Isparta,TR,2022-05-13 06:02:08,38.0,31.0,57.79,44,17,1.97,few clouds
456,Yagodnoye,RU,2022-05-13 06:03:32,62.55,149.6667,38.57,99,69,2.93,broken clouds
457,Fort Nelson,CA,2022-05-13 06:03:33,58.8053,-122.7002,38.82,96,96,3.58,overcast clouds
458,Nioro,GM,2022-05-13 06:03:33,13.35,-15.75,74.14,74,42,6.49,scattered clouds
459,Ocos,GT,2022-05-13 06:03:34,14.5094,-92.1933,77.18,78,13,5.61,few clouds
460,Airai,TL,2022-05-13 06:03:34,-8.9266,125.4092,69.94,75,84,1.92,broken clouds
461,Tual,ID,2022-05-13 06:03:35,-5.6667,132.75,84.34,69,28,0.16,scattered clouds
462,Coquimbo,CL,2022-05-13 05:59:47,-29.9533,-71.3436,51.53,93,0,9.22,clear sky
463,Smithers,CA,2022-05-13 06:03:35,54.7804,-127.1743,39.52,93,100,2.3,light rain
464,Kuching,MY,2022-05-13 06:03:36,1.55,110.3333,91.62,66,40,7.0,scattered clouds
465,Cooma,AU,2022-05-13 06:03:36,-36.2333,149.1333,64.4,76,56,4.56,broken clouds
466,Zeya,RU,2022-05-13 06:03:37,53.75,127.2667,51.94,43,100,5.86,overcast clouds
467,Riohacha,CO,2022-05-13 06:03:37,11.5444,-72.9072,77.85,89,87,8.3,overcast clouds
468,Victor Harbor,AU,2022-05-13 06:03:38,-35.5667,138.6167,66.69,79,81,3.96,broken clouds
469,Chokwe,MZ,2022-05-13 06:03:38,-24.5333,32.9833,70.03,70,0,8.01,clear sky
470,Ergani,TR,2022-05-13 06:03:39,38.2653,39.7621,59.92,40,0,10.6,clear sky
471,Mingaora,PK,2022-05-13 06:03:39,34.7758,72.3625,94.17,15,0,6.11,clear sky
472,Dakar,SN,2022-05-13 06:03:40,14.6937,-17.4441,70.68,85,54,8.63,broken clouds
473,Charters Towers,AU,2022-05-13 06:01:35,-20.1,146.2667,78.78,55,58,9.08,broken clouds
474,Oranjemund,NA,2022-05-13 06:03:40,-28.55,16.4333,52.18,79,51,5.86,broken clouds
475,Magway,MM,2022-05-13 06:03:41,20.15,94.9167,99.55,35,8,9.73,clear sky
476,Preobrazheniye,RU,2022-05-13 06:03:41,42.9019,133.9064,54.77,57,100,4.61,overcast clouds
477,Gao,ML,2022-05-13 06:02:15,16.6362,1.637,84.38,9,9,5.46,clear sky
478,Kita,ML,2022-05-13 06:03:42,13.0349,-9.4895,84.06,39,96,6.11,overcast clouds
479,Marsa Matruh,EG,2022-05-13 06:03:42,31.3525,27.2453,68.49,60,92,8.39,overcast clouds
480,Mareeba,AU,2022-05-13 06:03:43,-17.0,145.4333,82.44,62,0,3.22,clear sky
481,La Asuncion,VE,2022-05-13 06:03:43,11.0333,-63.8628,77.99,86,87,17.16,overcast clouds
482,Port Moresby,PG,2022-05-13 06:03:44,-9.4431,147.1797,79.41,81,100,4.34,overcast clouds
483,Ratnagiri,IN,2022-05-13 06:03:44,16.9833,73.3,89.4,61,97,11.63,overcast clouds
484,Mozarlandia,BR,2022-05-13 06:03:45,-14.7447,-50.5706,72.73,63,90,4.45,overcast clouds
485,Baykit,RU,2022-05-13 06:03:45,61.67,96.37,59.88,51,97,3.62,overcast clouds
486,Jiazi,CN,2022-05-13 06:03:46,22.8779,116.067,75.92,95,100,17.18,moderate rain
487,Zenzeli,RU,2022-05-13 06:03:47,45.9241,47.0474,64.27,46,59,18.68,broken clouds
488,Sorong,ID,2022-05-13 06:03:47,-0.8833,131.25,84.04,77,80,6.26,broken clouds
489,Eenhana,NA,2022-05-13 06:03:48,-17.4667,16.3333,57.47,42,0,5.95,clear sky
490,Nalut,LY,2022-05-13 06:03:48,30.3333,10.85,59.63,48,0,9.66,clear sky
491,Umm Kaddadah,SD,2022-05-13 06:03:49,13.6017,26.6876,82.71,46,98,7.78,overcast clouds
492,High Level,CA,2022-05-13 06:00:07,58.5169,-117.136,43.99,93,81,5.66,broken clouds
493,Najran,SA,2022-05-13 06:03:50,17.4924,44.1277,85.5,12,8,8.97,clear sky
494,Kupang,ID,2022-05-13 06:01:10,-10.1667,123.5833,85.06,66,84,6.51,broken clouds
495,Chardara,KZ,2022-05-13 06:03:51,41.2547,67.9692,74.93,47,100,5.68,moderate rain
496,Kawalu,ID,2022-05-13 06:03:51,-7.3817,108.2082,88.2,58,78,3.85,broken clouds
497,Pechenizhyn,UA,2022-05-13 06:03:52,48.5155,24.8942,63.59,86,66,1.68,broken clouds
498,Shenjiamen,CN,2022-05-13 06:03:52,29.9576,122.298,61.68,94,100,12.86,moderate rain
499,Poninka,UA,2022-05-13 06:03:53,50.1849,27.5363,57.51,75,57,2.71,broken clouds
500,Vila Franca Do Campo,PT,2022-05-13 06:03:53,37.7167,-25.4333,61.2,87,81,7.9,broken clouds
501,Atar,MR,2022-05-13 06:02:30,20.5169,-13.0499,84.45,22,4,11.39,clear sky
502,Partenit,UA,2022-05-13 06:03:54,44.578,34.3446,61.34,60,1,8.52,clear sky
503,Bilma,NE,2022-05-13 06:03:55,18.6853,12.9164,79.29,22,0,20.6,clear sky
504,Odessa,UA,2022-05-13 06:03:13,46.4775,30.7326,67.78,57,4,5.61,clear sky
505,Kerur,IN,2022-05-13 06:03:55,16.0167,75.5667,84.04,55,100,16.82,overcast clouds
506,Buala,SB,2022-05-13 06:03:56,-8.145,159.5921,82.38,77,96,2.75,overcast clouds
507,Urucara,BR,2022-05-13 06:03:56,-2.5364,-57.76,73.33,98,75,2.68,broken clouds
508,Anadyr,RU,2022-05-13 06:03:57,64.75,177.4833,41.5,56,0,4.47,clear sky
509,Uniontown,US,2022-05-13 06:03:57,39.9001,-79.7164,66.58,91,28,5.3,scattered clouds
510,Paamiut,GL,2022-05-13 06:03:58,61.994,-49.6678,30.74,80,100,16.89,overcast clouds
511,Hami,CN,2022-05-13 06:03:59,42.8,93.45,71.35,10,100,11.63,overcast clouds
512,Seljord,NO,2022-05-13 06:03:59,59.4894,8.634,43.41,64,86,3.51,overcast clouds
513,Maarianhamina,AX,2022-05-13 06:04:00,60.0973,19.9348,48.06,66,0,6.91,clear sky
514,Turkmenabat,TM,2022-05-13 06:04:00,39.0733,63.5786,75.78,37,100,19.35,overcast clouds
515,Asau,RO,2022-05-13 06:04:01,46.4333,26.4,71.96,44,29,2.15,scattered clouds
516,Namibe,AO,2022-05-13 06:04:01,-15.1961,12.1522,71.96,67,0,4.56,clear sky
517,Ugep,NG,2022-05-13 06:04:02,5.8086,8.0812,74.26,96,90,3.13,overcast clouds
518,Ho Chi Minh City,VN,2022-05-13 06:04:02,10.75,106.6667,95.02,49,75,6.91,broken clouds
519,El Sauzal,MX,2022-05-13 06:04:03,31.9,-116.6833,56.41,77,4,4.41,clear sky
520,Plettenberg Bay,ZA,2022-05-13 06:04:03,-34.0527,23.3716,58.39,63,1,6.15,clear sky
521,Peleduy,RU,2022-05-13 06:04:04,59.6289,112.7406,59.27,51,76,9.86,light rain
522,Labuhan,ID,2022-05-13 06:04:04,-6.8844,112.2051,89.24,60,18,2.66,few clouds
523,Pingyi,CN,2022-05-13 06:04:05,35.5006,117.6308,66.34,46,81,3.76,broken clouds
524,Dasoguz,TM,2022-05-13 06:04:05,41.8363,59.9666,73.49,39,37,15.77,scattered clouds
525,Santa Cecilia,BR,2022-05-13 06:04:06,-26.9608,-50.4269,42.57,99,1,1.88,clear sky
526,Atambua,ID,2022-05-13 06:04:06,-9.1061,124.8925,81.46,69,58,3.94,broken clouds
527,Yarmouth,US,2022-05-13 06:04:07,41.7057,-70.2286,55.98,98,100,1.99,fog
528,Tabou,CI,2022-05-13 06:04:07,4.423,-7.3528,76.33,92,90,5.53,overcast clouds
529,San Cristobal,VE,2022-05-13 06:04:08,7.7669,-72.225,66.13,97,94,3.4,overcast clouds
530,Luderitz,NA,2022-05-13 06:04:09,-26.6481,15.1594,56.12,67,100,9.44,overcast clouds
531,Santa Rosa,PH,2022-05-13 06:02:39,14.3122,121.1114,97.11,58,38,5.37,scattered clouds
532,Jinji,CN,2022-05-13 06:04:09,23.2281,110.8261,69.51,98,100,4.32,light rain
533,Tilichiki,RU,2022-05-13 06:04:10,60.4667,166.1,38.35,78,89,2.24,overcast clouds
534,Takapau,NZ,2022-05-13 06:04:10,-40.0333,176.35,49.73,94,59,2.89,broken clouds
535,Ulety,RU,2022-05-13 06:04:11,51.3572,112.4849,57.76,31,100,9.84,overcast clouds
536,Caranavi,BO,2022-05-13 06:04:11,-15.8167,-67.55,60.89,95,67,1.05,broken clouds
537,Tocache,PE,2022-05-13 06:04:12,-8.1842,-76.5125,66.99,99,84,0.6,broken clouds
538,Bayan,CN,2022-05-13 06:04:12,46.0833,127.4,58.26,32,64,0.65,broken clouds
539,Lamu,KE,2022-05-13 06:04:13,-2.2717,40.902,82.38,71,55,13.33,broken clouds
540,Bangolo,CI,2022-05-13 06:04:14,7.0069,-7.475,72.95,98,100,1.05,overcast clouds
541,Korla,CN,2022-05-13 06:04:14,41.7597,86.1469,72.91,22,80,10.07,broken clouds
542,Naduvattam,IN,2022-05-13 06:04:15,11.4833,76.5667,66.7,75,91,5.55,light rain
543,Xining,CN,2022-05-13 06:04:16,36.6167,101.7667,46.99,65,100,8.61,overcast clouds
544,Ambunti,PG,2022-05-13 06:04:17,-4.2365,142.8448,90.19,54,97,1.03,overcast clouds
545,Ossora,RU,2022-05-13 06:04:17,59.2353,163.0719,35.33,96,98,3.67,overcast clouds
546,Yar-Sale,RU,2022-05-13 06:04:17,66.8333,70.8333,38.44,100,100,14.43,overcast clouds
547,Mehran,IR,2022-05-13 06:04:18,33.1222,46.1646,84.6,16,0,19.08,clear sky
548,Wilmington,US,2022-05-13 06:00:07,34.2257,-77.9447,66.11,89,98,8.57,overcast clouds
549,Beringovskiy,RU,2022-05-13 06:04:19,63.05,179.3167,34.83,84,42,4.74,scattered clouds
550,Ahuimanu,US,2022-05-13 06:04:19,21.4447,-157.8378,78.51,74,75,17.27,broken clouds
551,San Bartolome,ES,2022-05-13 06:04:20,27.9248,-15.5733,57.31,75,75,2.3,broken clouds
552,Banon,ES,2022-05-13 06:04:20,40.8382,-1.1909,51.06,87,49,2.3,scattered clouds
553,Kadoshkino,RU,2022-05-13 06:04:21,54.0257,44.4191,54.37,82,87,20.42,overcast clouds
554,Bozdar,PK,2022-05-13 06:04:22,27.1828,68.636,113.05,5,0,5.48,clear sky
555,Shingu,JP,2022-05-13 06:04:22,33.7333,135.9833,68.32,99,100,2.59,heavy intensity rain
556,Walvis Bay,NA,2022-05-13 06:04:23,-22.9575,14.5053,58.21,75,95,6.53,overcast clouds
557,Esso,RU,2022-05-13 06:04:23,55.9333,158.7,39.13,100,100,3.78,overcast clouds
558,Vao,NC,2022-05-13 06:04:24,-22.6667,167.4833,73.2,61,100,25.88,overcast clouds
559,Nioki,CD,2022-05-13 06:04:24,-2.7167,17.6833,73.76,86,73,1.74,broken clouds
560,Sayat,TM,2022-05-13 06:04:25,38.7839,63.8803,78.33,31,100,18.3,overcast clouds
561,Cayeli,TR,2022-05-13 06:04:25,41.0923,40.7292,61.12,48,0,5.3,clear sky
562,Awjilah,LY,2022-05-13 06:04:26,29.1081,21.2869,67.37,74,64,1.95,light rain
563,Kysyl-Syr,RU,2022-05-13 06:04:26,63.8986,122.7617,36.95,88,100,6.22,overcast clouds
564,Liverpool,GB,2022-05-13 06:04:27,53.4106,-2.9779,54.61,75,40,19.57,scattered clouds
565,Saldanha,ZA,2022-05-13 06:04:31,-33.0117,17.9442,56.12,89,10,6.2,clear sky
566,San Narciso,PH,2022-05-13 06:04:31,15.0143,120.0803,87.42,64,89,11.59,overcast clouds
567,Baoying,CN,2022-05-13 06:04:32,33.2292,119.3092,68.29,53,67,17.43,broken clouds
568,Dunedin,NZ,2022-05-13 06:02:31,-45.8742,170.5036,53.8,75,95,1.99,overcast clouds
569,Barabinsk,RU,2022-05-13 06:04:33,55.3571,78.357,72.25,18,100,3.85,overcast clouds
570,Ondangwa,NA,2022-05-13 06:04:33,-17.9167,15.95,59.5,37,0,7.4,clear sky
571,Meadow Lake,US,2022-05-13 06:02:40,34.8014,-106.5436,62.67,15,0,3.51,clear sky
572,General Roca,AR,2022-05-13 06:04:34,-39.0333,-67.5833,51.87,54,32,18.34,scattered clouds
573,Baiao,BR,2022-05-13 06:04:35,-2.7906,-49.6717,72.54,100,97,0.74,overcast clouds
574,Wattegama,LK,2022-05-13 06:04:35,6.7989,81.4808,92.75,47,71,11.83,broken clouds
575,Narrabri,AU,2022-05-13 06:04:36,-30.3167,149.7833,69.53,87,100,1.01,light rain
576,Kaputa,ZM,2022-05-13 06:04:37,-8.4689,29.6619,69.91,69,82,2.73,broken clouds
577,Faya,SA,2022-05-13 06:04:37,18.3851,42.4509,79.32,17,4,7.9,clear sky
578,Laguna,US,2022-05-13 06:04:38,38.421,-121.4238,58.75,72,0,6.91,clear sky
579,Vavoua,CI,2022-05-13 06:04:38,7.3819,-6.4778,72.99,99,100,1.07,overcast clouds
580,Tommot,RU,2022-05-13 06:04:39,58.9564,126.2925,42.8,88,100,5.57,overcast clouds
581,Yerofey Pavlovich,RU,2022-05-13 06:04:39,53.9667,121.9667,45.5,60,100,1.92,light rain
582,Qostanay,KZ,2022-05-13 06:04:40,53.1667,63.5833,55.69,82,75,11.18,broken clouds
583,Rio Brilhante,BR,2022-05-13 06:01:34,-21.8019,-54.5464,56.21,87,0,3.18,clear sky
584,Lithakia,GR,2022-05-13 06:04:41,37.7167,20.8333,67.28,83,40,0.0,scattered clouds
585,Chute-Aux-Outardes,CA,2022-05-13 06:04:41,49.1168,-68.399,60.78,48,100,6.91,overcast clouds
586,Aleksandrov Gay,RU,2022-05-13 06:04:42,50.147,48.5704,57.38,70,100,22.64,light rain
587,Karratha,AU,2022-05-13 06:02:04,-20.7377,116.8463,79.9,71,85,9.95,overcast clouds
588,Dhidhdhoo,MV,2022-05-13 06:04:42,6.8833,73.1,83.82,78,83,21.16,moderate rain
589,Wilkie,CA,2022-05-13 06:04:43,52.4168,-108.7014,46.89,59,93,6.2,overcast clouds
590,Berlevag,NO,2022-05-13 06:04:43,70.8578,29.0864,37.35,81,100,23.02,overcast clouds
591,Lubango,AO,2022-05-13 06:04:44,-14.9172,13.4925,58.24,48,0,1.66,clear sky
592,Camopi,GF,2022-05-13 06:04:44,3.1655,-52.3158,70.7,100,36,1.74,scattered clouds
593,Chapais,CA,2022-05-13 06:04:45,49.7834,-74.8492,52.88,96,92,4.92,overcast clouds
594,Nadym,RU,2022-05-13 06:04:45,65.5333,72.5167,49.17,82,98,6.4,overcast clouds
595,Severobaykalsk,RU,2022-05-13 06:04:46,55.65,109.3167,47.73,57,90,2.89,overcast clouds
596,Vega De Alatorre,MX,2022-05-13 06:04:46,20.0333,-96.6333,76.75,83,27,7.58,scattered clouds
597,Iqaluit,CA,2022-05-13 06:00:28,63.7506,-68.5145,1.58,96,55,4.61,broken clouds
598,Jalaun,IN,2022-05-13 06:04:47,26.1451,79.3366,112.77,10,1,10.02,clear sky
599,La Palma,US,2022-05-13 06:04:48,33.8464,-118.0467,71.82,49,0,4.61,clear sky
600,Diffa,NE,2022-05-13 06:04:48,13.3154,12.6113,89.67,32,66,2.59,broken clouds
601,Belaya Gora,RU,2022-05-13 06:04:49,68.5333,146.4167,42.57,79,54,8.03,broken clouds
602,Shache,CN,2022-05-13 06:04:49,38.4167,77.2406,71.24,37,96,3.94,overcast clouds
603,Kayerkan,RU,2022-05-13 06:04:50,69.3497,87.7602,39.52,80,100,6.62,overcast clouds
604,Mpika,ZM,2022-05-13 06:04:50,-11.8343,31.4529,62.82,72,9,6.38,clear sky
605,Shawnee,US,2022-05-13 06:04:51,39.05,-95.7669,80.28,63,0,11.81,clear sky
606,Jumla,NP,2022-05-13 06:03:05,29.2747,82.1838,70.09,45,36,6.89,scattered clouds
607,Northam,GB,2022-05-13 06:04:52,51.0333,-4.2167,53.62,89,99,14.5,overcast clouds
608,Kavaratti,IN,2022-05-13 06:04:52,10.5669,72.642,84.61,73,100,13.24,overcast clouds
609,Mus,TR,2022-05-13 06:04:53,39.0,41.75,50.04,64,4,6.2,clear sky
610,Naryan-Mar,RU,2022-05-13 06:04:53,67.6713,53.087,40.55,100,100,9.95,overcast clouds
611,Sabla,NG,2022-05-13 06:04:54,12.7525,4.7077,86.18,52,2,9.55,clear sky
612,Togur,RU,2022-05-13 06:04:54,58.3631,82.8265,70.97,22,88,5.68,overcast clouds
613,Bartica,GY,2022-05-13 06:04:55,6.4,-58.6167,73.72,99,95,0.87,overcast clouds
614,Washington,US,2022-05-13 06:04:00,47.5001,-120.5015,42.93,78,55,5.57,broken clouds
615,Port Hedland,AU,2022-05-13 06:04:55,-20.3167,118.5667,84.25,70,40,12.66,light rain
616,Zapolyarnyy,RU,2022-05-13 06:04:56,69.4154,30.8136,38.48,94,93,6.76,overcast clouds
617,Catuday,PH,2022-05-13 06:04:56,16.2923,119.8062,86.18,64,39,12.21,scattered clouds
618,Sur,OM,2022-05-13 06:04:57,22.5667,59.5289,98.71,28,32,3.69,scattered clouds
619,Tomatlan,MX,2022-05-13 06:04:57,19.9333,-105.25,73.69,77,54,3.24,broken clouds
620,Namatanai,PG,2022-05-13 06:04:58,-3.6667,152.4333,83.64,67,96,8.75,overcast clouds
621,Urumqi,CN,2022-05-13 06:04:51,43.801,87.6005,72.55,19,20,17.9,few clouds
622,Westport,US,2022-05-13 06:02:45,41.1415,-73.3579,63.41,96,100,9.22,mist
623,Cananea,MX,2022-05-13 06:04:59,30.95,-110.3,54.3,11,2,5.37,clear sky
624,Kaka,TM,2022-05-13 06:05:00,37.3482,59.6143,63.97,67,100,13.53,overcast clouds
625,Lilongwe,MW,2022-05-13 06:05:00,-13.9669,33.7873,65.37,61,0,2.62,clear sky
626,Wajima,JP,2022-05-13 06:05:00,37.4,136.9,62.53,94,100,7.27,moderate rain
627,Taltal,CL,2022-05-13 06:01:30,-25.4,-70.4833,58.71,80,29,2.35,scattered clouds
628,Jalu,LY,2022-05-13 06:05:01,29.0331,21.5482,70.16,56,43,6.06,scattered clouds
629,Ust-Kut,RU,2022-05-13 06:05:02,56.7938,105.7672,67.28,21,52,5.84,broken clouds
630,Dawei,MM,2022-05-13 06:05:02,14.0833,98.2,77.92,94,100,3.91,light rain
631,Ardakan,IR,2022-05-13 06:05:03,32.31,54.0175,75.54,21,0,10.89,clear sky
632,Bonavista,CA,2022-05-13 06:05:03,48.6499,-53.1147,35.8,82,7,7.96,clear sky
633,Kendari,ID,2022-05-13 06:05:04,-3.945,122.4989,84.87,76,85,2.66,light rain
634,Mangrol,IN,2022-05-13 06:05:04,21.1167,70.1167,89.4,60,4,14.85,clear sky
635,Ozernovskiy,RU,2022-05-13 06:05:05,51.5,156.5167,40.69,90,63,6.33,broken clouds
636,San Joaquin,US,2022-05-13 06:05:05,37.9333,-121.3011,55.98,65,0,4.61,clear sky
637,Kasama,ZM,2022-05-13 06:05:01,-10.2129,31.1808,63.18,67,32,6.13,scattered clouds
638,Constitucion,CL,2022-05-13 06:02:44,-35.3333,-72.4167,51.28,91,38,6.73,scattered clouds
639,Sao Felix Do Xingu,BR,2022-05-13 06:05:06,-6.6447,-51.995,72.18,93,75,1.14,broken clouds
640,Galesong,ID,2022-05-13 06:05:06,-5.3166,119.3661,87.82,68,66,4.12,broken clouds
641,Nokaneng,BW,2022-05-13 06:05:07,-19.6667,22.2667,63.3,30,0,4.25,clear sky
642,Panama City,PA,2022-05-13 06:01:15,8.9936,-79.5197,81.18,84,40,6.91,scattered clouds
643,Kansanshi,ZM,2022-05-13 06:05:07,-12.0951,26.4273,61.77,65,1,5.64,clear sky
644,Coos Bay,US,2022-05-13 06:00:20,43.3665,-124.2179,47.32,99,91,1.92,overcast clouds
645,Sandwick,GB,2022-05-13 06:05:08,60.0,-1.25,46.22,93,75,10.36,light rain
646,Beloha,MG,2022-05-13 06:05:09,-25.1667,45.05,70.72,65,1,12.15,clear sky
647,Neuquen,AR,2022-05-13 06:05:09,-38.9516,-68.0591,51.96,51,17,17.09,few clouds
648,Sawakin,SD,2022-05-13 06:05:09,19.1059,37.3321,91.36,30,1,5.53,clear sky
649,Pervomayskoye,RU,2022-05-13 06:05:10,43.919,46.7102,65.39,50,18,9.8,few clouds
650,Vestmannaeyjar,IS,2022-05-13 06:05:10,63.4427,-20.2734,36.0,64,7,15.12,clear sky
651,Salinas,US,2022-05-13 06:01:22,36.6777,-121.6555,55.44,73,3,1.19,clear sky
652,Hibbing,US,2022-05-13 06:05:11,47.4272,-92.9377,61.95,80,100,9.22,heavy intensity rain
653,Mecca,SA,2022-05-13 06:01:39,21.4267,39.8261,103.93,7,0,15.48,clear sky
654,Balikpapan,ID,2022-05-13 06:00:37,-1.2675,116.8289,80.51,79,100,0.89,overcast clouds
655,Shobara,JP,2022-05-13 06:04:11,34.85,133.0167,65.25,100,100,0.81,light rain
656,Birao,CF,2022-05-13 06:05:12,10.2849,22.7882,82.69,48,97,3.49,overcast clouds
657,Baherden,TM,2022-05-13 06:05:13,38.4362,57.4316,67.95,56,98,5.61,light rain
658,Roma,US,2022-05-13 06:05:13,43.2128,-75.4557,67.87,79,0,4.61,clear sky
659,Carballo,ES,2022-05-13 06:05:14,43.213,-8.691,56.91,91,94,2.19,overcast clouds
660,Pacific Grove,US,2022-05-13 06:05:14,36.6177,-121.9166,55.42,81,0,18.99,clear sky
661,Sokol,RU,2022-05-13 06:05:15,59.4617,40.1206,44.8,89,100,12.08,overcast clouds
662,Vitim,RU,2022-05-13 06:05:15,59.4511,112.5578,59.83,50,81,9.15,light rain
663,Ostersund,SE,2022-05-13 06:05:16,63.1792,14.6357,45.05,57,0,6.91,clear sky
664,Baghdad,IQ,2022-05-13 06:03:25,33.3406,44.4009,83.41,19,0,15.03,clear sky
665,Batticaloa,LK,2022-05-13 06:05:16,7.7102,81.6924,89.4,58,54,3.2,broken clouds
666,Sorrento,IT,2022-05-13 06:05:17,40.626,14.3744,66.65,81,11,4.41,few clouds
667,Kununurra,AU,2022-05-13 06:05:17,-15.7667,128.7333,93.18,33,36,8.05,scattered clouds
668,Havre-Saint-Pierre,CA,2022-05-13 06:05:18,50.2334,-63.5986,45.07,67,100,6.8,overcast clouds
669,Tripoli,LY,2022-05-13 06:02:41,32.8752,13.1875,64.26,73,0,2.64,clear sky
670,Roald,NO,2022-05-13 06:05:18,62.5833,6.1333,47.34,81,75,12.66,moderate rain
671,Grand Gaube,MU,2022-05-13 06:05:19,-20.0064,57.6608,80.38,66,36,5.01,scattered clouds
672,Kropotkin,RU,2022-05-13 06:05:19,45.4375,40.5756,58.84,61,48,18.37,scattered clouds
673,Cotonou,BJ,2022-05-13 06:05:20,6.3654,2.4183,81.18,82,92,6.15,overcast clouds
674,Nouadhibou,MR,2022-05-13 06:05:20,20.931,-17.0347,66.24,81,47,20.04,scattered clouds
675,Kimberley,ZA,2022-05-13 06:05:21,-28.7323,24.7623,42.49,81,0,4.61,clear sky
676,Mirnyy,RU,2022-05-13 06:05:21,62.5353,113.9611,46.67,81,100,8.9,light rain
677,Ginir,ET,2022-05-13 06:05:22,7.1333,40.7,69.87,54,78,2.19,broken clouds
678,Lyngseidet,NO,2022-05-13 06:05:22,69.5763,20.2189,35.6,98,100,4.34,overcast clouds
679,Ateli,IN,2022-05-13 06:05:23,28.1,76.2833,112.32,6,0,15.46,clear sky
680,Kungurtug,RU,2022-05-13 06:05:24,50.5994,97.5228,57.13,16,19,2.59,few clouds
681,Kasempa,ZM,2022-05-13 06:05:24,-13.4584,25.8338,63.39,65,0,5.75,clear sky
682,Port Hardy,CA,2022-05-13 06:05:25,50.6996,-127.4199,40.23,83,67,6.58,broken clouds
683,Hastings,GB,2022-05-13 06:04:26,50.8552,0.5729,54.28,87,98,14.12,overcast clouds
684,Brae,GB,2022-05-13 06:02:07,60.3964,-1.353,46.36,73,100,14.88,overcast clouds
685,Kon Tum,VN,2022-05-13 06:05:26,14.35,108.0,85.75,59,100,5.3,light rain
